surface_type,collision_type,severity,surface_condition,num_driver_casualties,lon,traffic_control,num_vehicles,num_passenger_casualties,num_pedestrian_casualties,record_date,lat,main_cause
Concrete,Right angle,Injury,Dry,1,123.83971058288635,Centerline,2,0,0,07/16/18,8.151585210416478,Human error
Asphalt,Hit object off road,Injury,Dry,1,120.58020708919855,None,1,0,0,07/16/18,15.948626855888653,Human error
Concrete,Right angle,Injury,Dry,1,125.61423565288958,None,2,0,0,07/17/18,7.082628321026166,Human error
Asphalt,Side swipe,Property,Dry,0,123.71508115195242,Centerline,2,0,0,07/17/18,13.149228713572121,Human error
Asphalt,Rear end,Property,Dry,0,125.61091725579792,Centerline,2,0,0,07/17/18,7.073330201637059,Human error
Asphalt,Rear end,Property,Dry,0,121.08601455633887,Traffic lights,2,0,0,07/17/18,14.587636840608678,Human error
Asphalt,Side swipe,Property,Dry,0,123.19950788738461,None,3,0,0,07/17/18,13.62714675305103,Human error
Asphalt,Side swipe,Property,Dry,0,123.20829923603493,None,2,0,0,07/17/18,13.619345010171799,Human error
Concrete,Rear end,Injury,Dry,1,124.79746627613886,Centerline,2,2,0,07/17/18,8.983513978251644,Human error
Concrete,Hit pedestrian,Injury,Dry,1,124.29081105459429,None,1,0,1,07/17/18,13.695121006763278,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.61109595921067,None,1,0,1,07/18/18,7.0929604918773705,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,120.91604648128173,None,1,0,1,07/18/18,15.430503774275667,Human error
Concrete,Hit pedestrian,Injury,Dry,0,123.53064803327528,Centerline,1,0,1,07/18/18,13.605890163546048,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,124.7301723915669,None,1,0,1,07/18/18,9.241746408789892,Human error
Asphalt,Overturned vehicle,Injury,Dry,1,122.34797040434414,None,1,1,0,07/18/18,14.024933865654608,Human error
Concrete,Hit pedestrian,Fatal,Dry,1,124.52128804015929,None,1,0,1,07/18/18,11.662424606964606,Human error
Asphalt,Head on,Property,Dry,0,125.98649065062938,None,2,0,0,07/18/18,7.664266073910014,Human error
Concrete,Hit pedestrian,Injury,Dry,1,121.09160602685442,None,2,1,1,07/18/18,14.622498813170989,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,121.59363060340723,Centerline,1,0,1,07/18/18,16.694273422832644,Human error
Concrete,Head on,Fatal,Dry,2,124.58675192826081,None,2,1,0,07/18/18,8.513333039667268,Vehicle defect
Concrete,Rear end,Property,Dry,0,120.89700555830905,None,2,0,0,07/18/18,14.484634211883687,Human error
Concrete,Rear end,Property,Dry,0,125.60413740451769,None,2,0,0,07/18/18,7.067503165611539,Human error
Concrete,Rear end,Property,Wet,0,120.74189545350436,None,2,0,0,07/18/18,14.993227543036912,Human error
Asphalt,Rear end,Injury,Dry,1,121.10844688438173,None,2,3,0,07/18/18,16.39087621311495,Human error
Asphalt,Rear end,Property,Dry,0,123.26457214454435,None,2,0,0,07/18/18,13.59224648674186,Human error
Asphalt,Right angle,Property,Dry,0,123.4468763454492,None,2,0,0,07/18/18,8.136006083278485,Human error
Asphalt,Rear end,Property,Dry,0,120.44745213955181,None,3,0,0,07/19/18,16.92929999737152,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.94372423796833,Pedestrian crossing,1,0,1,07/19/18,11.17238037895763,Human error
Asphalt,Hit pedestrian,Injury,Dry,1,123.59595340778385,Pedestrian crossing,1,0,1,07/19/18,10.340532769148908,Human error
Concrete,Rear end,Injury,Dry,1,124.53157479491088,None,2,0,0,07/19/18,8.557921555641709,Human error
Asphalt,Right angle,Injury,Dry,0,123.19218169060748,None,2,1,0,07/19/18,13.628466903245535,Human error
Concrete,Side swipe,Property,Dry,0,125.00947263797643,None,2,0,0,07/19/18,11.149852399053877,Human error
Concrete,Side swipe,Property,Dry,0,121.0602135684705,None,2,0,0,07/19/18,14.588496811487817,Human error
Concrete,Hit pedestrian,Injury,Dry,1,124.00297528014745,None,1,1,1,07/19/18,9.60717745629113,Human error
Concrete,Side swipe,Injury,Dry,2,123.14898101419745,None,2,0,0,07/19/18,9.677038919742948,Human error
Concrete,Hit pedestrian,Injury,Dry,1,126.54735886566515,None,1,0,1,07/19/18,7.72717796525302,Human error
Concrete,Side swipe,Property,Dry,0,124.66800704890602,None,2,0,0,07/19/18,9.242886744674736,Human error
Asphalt,Rear end,Property,Dry,0,120.67796704848648,None,2,0,0,07/19/18,15.9551828041676,Human error
Concrete,Side swipe,Property,Dry,0,121.78064988980738,None,2,0,0,07/20/18,16.111229533431864,Human error
Concrete,Rear end,Property,Dry,0,120.9485083211621,None,2,0,0,07/20/18,14.758483930019555,Human error
Concrete,Hit pedestrian,Injury,Dry,0,122.07833465759408,None,1,0,1,07/20/18,6.906512700552448,Human error
Concrete,Hit parked vehicle,Property,Dry,0,120.81831365540071,None,2,0,0,07/20/18,14.36788831983145,Vehicle defect
Concrete,Side swipe,Injury,Dry,2,120.76762017054742,Centerline,2,4,0,07/20/18,15.062533798235249,Human error
Concrete,Side swipe,Injury,Dry,1,121.65144218568943,None,2,0,2,07/20/18,18.165982946148723,Human error
Concrete,Side swipe,Property,Dry,0,122.05954147445993,Traffic lights,2,0,0,07/20/18,6.9162554681797825,Human error
Concrete,Rear end,Property,Dry,0,121.01432576589934,Centerline,2,0,0,07/20/18,14.293509703493323,Human error
Gravel,Overturned vehicle,Injury,Dry,1,125.34828769797441,None,1,0,0,07/20/18,6.588752044123064,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.67641600445175,Centerline,1,0,1,07/21/18,9.25023687897965,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.38556952934988,None,1,0,1,07/21/18,11.621184271845824,Human error
Concrete,Side swipe,Property,Dry,0,120.5915320717744,None,2,0,0,07/21/18,16.412429831079777,Human error
Concrete,Side swipe,Property,Dry,0,120.91339565093277,None,2,0,0,07/21/18,14.291437850859609,Human error
Concrete,Rear end,Property,Dry,0,124.65715415977363,Traffic lights,2,0,0,07/21/18,8.480850628902754,Human error
Concrete,Rear end,Injury,Dry,1,123.20483201359781,None,2,0,0,07/21/18,13.637246480278744,Human error
Concrete,Right angle,Injury,Wet,2,121.59813641685591,None,2,1,0,07/21/18,13.93541734623538,Human error
Concrete,Hit pedestrian,Fatal,Dry,0,120.45821270195941,None,1,0,1,07/21/18,16.993712168524414,Human error
Concrete,Rear end,Fatal,Dry,1,120.54348149932125,None,2,0,0,07/21/18,18.026390462274566,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.59527530799683,Centerline,1,0,1,07/21/18,16.439736142052904,Human error
Concrete,Hit pedestrian,Fatal,Dry,1,120.96198195904122,None,1,1,1,07/21/18,14.706820386033554,Human error
Concrete,Side swipe,Injury,Dry,1,125.8073414664424,None,2,0,0,07/21/18,7.440746149823892,Human error
Asphalt,Side swipe,Injury,Dry,1,120.5844576894959,None,2,1,0,07/21/18,15.752997487188342,Human error
Asphalt,Head on,Injury,Dry,2,125.08271050729086,None,2,0,0,07/22/18,7.8955847186277985,Human error
Concrete,Overturned vehicle,Property,Dry,0,121.79410311023386,None,1,0,0,07/22/18,17.4775257944038,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.59347124236567,None,1,0,1,07/22/18,16.069268386016386,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.84040590044278,Centerline,1,2,1,07/22/18,8.091176447261747,Human error
Concrete,Side swipe,Property,Dry,0,121.03866490115107,None,2,0,0,07/22/18,14.555884594884468,Human error
Concrete,Side swipe,Property,Dry,0,123.30130840685781,None,2,0,0,07/22/18,9.320443943202088,Human error
Concrete,Right angle,Property,Dry,0,125.63486884896834,None,2,0,0,07/22/18,7.0907301156695635,Human error
Concrete,Side swipe,Injury,Dry,2,120.97574662276256,None,2,0,0,07/22/18,14.387623520594195,Human error
Concrete,Rear end,Property,Dry,0,124.85318890969258,None,2,0,0,07/22/18,6.490845786164755,Road defect
Concrete,Hit pedestrian,Injury,Dry,0,125.66471121147225,Centerline,1,0,1,07/22/18,7.139028080536685,Human error
Concrete,Rear end,Property,Dry,0,121.09091288978541,None,2,0,0,07/22/18,13.848127466349956,Human error
Concrete,Hit pedestrian,Injury,Dry,1,120.77476557783038,None,1,0,1,07/23/18,15.119117976343768,Human error
Concrete,Rear end,Property,Dry,0,124.74197038431679,None,2,0,0,07/23/18,8.682128814057267,Human error
Concrete,Head on,Fatal,Wet,1,120.93537957652369,Centerline,1,1,0,07/23/18,16.126337508196777,Vehicle defect
Concrete,Side swipe,Fatal,Dry,1,124.95772683378372,Centerline,1,1,0,07/23/18,10.059830876994496,Human error
Asphalt,Head on,Fatal,Dry,1,123.8158228546797,Centerline,2,0,0,07/23/18,12.974579191473591,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.52781698656435,Centerline,1,0,1,07/23/18,15.848736750575734,Human error
Concrete,Side swipe,Fatal,Dry,1,120.9611229238239,None,2,1,1,07/23/18,15.184510821855023,Human error
Concrete,Side swipe,Property,Dry,0,120.91536096911372,None,2,0,0,07/23/18,14.972151775951566,Human error
Concrete,Hit pedestrian,Injury,Dry,1,126.01550054919204,None,1,0,1,07/23/18,6.934393951276802,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.57880096792204,Centerline,1,0,1,07/24/18,8.51878730869747,Human error
Concrete,Hit parked vehicle,Property,Dry,0,120.52013647274784,None,2,0,0,07/24/18,16.375134971004428,Vehicle defect
Asphalt,Head on,Property,Dry,0,122.37849802595181,None,2,0,0,07/24/18,10.67324654776025,Human error
Asphalt,Side swipe,Injury,Dry,1,123.83901936886598,None,2,2,0,07/24/18,8.350143598617318,Human error
Concrete,Side swipe,Property,Dry,0,125.6362990264201,None,2,0,0,07/24/18,7.097321968552468,Human error
Concrete,Hit animal,Injury,Dry,1,123.95354977799404,None,1,1,0,07/24/18,9.610462432294826,Human error
Concrete,Rear end,Injury,Dry,1,123.18855637492403,None,2,0,0,07/24/18,13.625435215198655,Human error
Concrete,Side swipe,Injury,Dry,0,124.66325154259769,Centerline,1,0,1,07/24/18,9.135981701072852,Human error
Concrete,Right angle,Injury,Dry,0,124.61178822703512,None,2,2,0,07/24/18,11.009504888305075,Human error
Asphalt,Side swipe,Injury,Dry,1,124.97984337055836,None,2,0,0,07/24/18,8.331873669335115,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.9540465015148,Centerline,2,0,1,07/24/18,14.302325806293284,Human error
Asphalt,Head on,Injury,Dry,1,121.85311297837218,None,2,1,0,07/24/18,17.088305326226852,Human error
Concrete,Rear end,Fatal,Dry,1,121.75981576363742,Centerline,2,1,0,07/24/18,16.874861900807275,Human error
Concrete,Hit object off road,Property,Dry,0,124.46179374442073,Centerline,1,0,0,07/24/18,11.476600428845135,Human error
Concrete,Overturned vehicle,Fatal,Dry,0,121.56814779055763,Centerline,1,1,0,07/24/18,16.858971392047767,Vehicle defect
Concrete,Rear end,Property,Wet,0,125.61182125193238,None,2,0,0,07/25/18,7.087084303129614,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.08015191152344,None,1,0,1,07/25/18,14.999557033712318,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.39868999000971,None,1,0,1,07/25/18,11.570683875121114,Human error
Concrete,Head on,Injury,Dry,1,121.18393845322373,None,2,3,0,07/25/18,16.51773567536972,Human error
Concrete,Rear end,Property,Dry,0,123.19325686212652,None,2,0,0,07/25/18,13.63134954449682,Human error
Asphalt,Head on,Fatal,Dry,2,123.91557206686515,None,2,3,0,07/25/18,12.978395063822708,Human error
Concrete,Hit parked vehicle,Injury,Dry,1,123.17355023870206,None,2,0,0,07/25/18,9.922597918889506,Vehicle defect
Asphalt,Head on,Fatal,Dry,2,120.23737088302117,Stop sign,2,0,0,07/25/18,14.87655707767452,Human error
Concrete,Hit parked vehicle,Property,Wet,0,120.59151259930373,Centerline,2,0,0,07/25/18,16.469323232992622,Human error
Concrete,Hit pedestrian,Injury,Dry,0,121.06651774116497,None,1,0,1,07/25/18,14.759964983142325,Human error
Asphalt,Side swipe,Injury,Dry,1,121.45111498246249,None,2,0,0,07/25/18,14.437876444562551,Human error
Concrete,Hit pedestrian,Property,Dry,0,125.23487246078,None,1,0,0,07/25/18,6.759057355988194,Human error
Asphalt,Side swipe,Injury,Dry,1,126.08090134648445,None,2,0,0,07/25/18,7.929612445073475,Human error
Concrete,Hit pedestrian,Injury,Dry,0,122.06462392949392,None,1,0,1,07/25/18,6.907542190114983,Human error
Concrete,Side swipe,Property,Wet,0,125.1694624091385,Centerline,2,0,0,07/25/18,6.857264957101205,Human error
Concrete,Rear end,Injury,Dry,1,125.01815728042355,None,2,0,0,07/25/18,11.20793750240113,Human error
Concrete,Right angle,Injury,Dry,1,124.97126885635001,None,2,1,0,07/26/18,11.254414161729997,Human error
Asphalt,Side swipe,Injury,Dry,1,123.64518181850102,None,2,3,0,07/26/18,10.106352716487836,Human error
Gravel,Rear end,Property,Dry,0,123.2024289270166,None,2,0,0,07/26/18,13.61490483911435,Human error
Concrete,Head on,Injury,Dry,1,124.04125783189546,Centerline,2,0,0,07/26/18,8.19176969070571,Human error
Concrete,Overturned vehicle,Injury,Dry,1,120.35285945013051,None,1,0,0,07/26/18,16.045407802976882,Human error
Asphalt,Rear end,Fatal,Wet,1,120.86478452445604,None,2,0,0,07/26/18,14.891076694653622,Human error
Concrete,Right angle,Property,Dry,0,124.66053769107467,None,2,0,0,07/26/18,8.48383008183842,Human error
Concrete,Side swipe,Property,Dry,0,120.33245654502002,None,2,0,0,07/26/18,16.03943624365284,Human error
Concrete,Right angle,Property,Dry,0,120.9849478249087,Pedestrian crossing,2,0,0,07/26/18,14.645322441201236,Human error
Asphalt,Head on,Property,Dry,0,120.98046080847547,None,2,0,0,07/26/18,14.676376546393739,Human error
Concrete,Side swipe,Property,Flooded,0,125.65557802890109,None,2,0,0,07/26/18,7.14555866960359,Human error
Asphalt,Side swipe,Property,Dry,0,120.97488877253015,None,2,0,0,07/26/18,14.687618183339076,Human error
Concrete,Side swipe,Injury,Dry,2,120.45985663982619,None,2,0,0,07/26/18,14.868787086267567,Human error
Concrete,Side swipe,Property,Dry,0,120.92174317302363,None,2,0,0,07/27/18,14.290615038960334,Human error
Asphalt,Rear end,Property,Dry,0,125.50873425892777,None,2,0,0,07/27/18,6.513044566251447,Human error
Concrete,Side swipe,Injury,Dry,2,124.25723453618622,Centerline,2,1,0,07/27/18,8.259026359469233,Human error
Asphalt,Side swipe,Fatal,Dry,1,120.53823259523205,None,2,0,0,07/27/18,14.733718071461858,Human error
Asphalt,Head on,Fatal,Dry,1,120.05231306255105,Centerline,2,0,0,07/27/18,15.163754397180103,Human error
Asphalt,Side swipe,Injury,Dry,1,123.3275381526189,None,1,0,0,07/27/18,9.654218351825358,Human error
Asphalt,Side swipe,Injury,Dry,2,125.34190021459192,None,2,0,0,07/27/18,6.642616825792714,Human error
Concrete,Side swipe,Injury,Dry,0,124.76742444155562,Centerline,2,1,0,07/27/18,9.078387021382378,Human error
Concrete,Side swipe,Injury,Dry,2,125.00439145689553,Centerline,2,0,0,07/27/18,10.90428731180277,Human error
Asphalt,Head on,Injury,Dry,1,119.95344852601879,None,2,0,0,07/27/18,15.538341696141611,Human error
Asphalt,Side swipe,Injury,Dry,1,122.31187015481031,Stop sign,2,0,0,07/28/18,10.663522501222518,Human error
Concrete,Head on,Property,Dry,0,121.53674211997962,None,2,0,0,07/28/18,13.963576260335094,Human error
Concrete,Hit pedestrian,Injury,Dry,0,124.33715896845024,Centerline,1,0,1,07/28/18,12.339102131579013,Human error
Concrete,Rear end,Injury,Dry,1,120.58993163253449,None,2,1,0,07/28/18,15.67586636879196,Human error
Asphalt,Side swipe,Property,Wet,0,120.56139085232691,Centerline,2,0,0,07/28/18,15.27025783699758,Human error
Concrete,Head on,Injury,Dry,1,123.86357939324853,None,2,0,0,07/28/18,9.665922045195078,Human error
Asphalt,Side swipe,Property,Dry,0,120.9841459073826,None,2,0,0,07/28/18,14.656062257351115,Human error
Concrete,Hit pedestrian,Injury,Dry,0,123.79354522242001,Pedestrian crossing,1,0,1,07/28/18,8.044293693310557,Human error
Concrete,Right angle,Injury,Dry,1,124.76736578369443,None,2,1,0,07/28/18,8.331521658288654,Human error
Concrete,Hit parked vehicle,Property,Dry,0,120.99470337503008,None,2,0,0,07/29/18,14.71018871785321,Human error
Concrete,Head on,Injury,Dry,2,121.23743903731753,None,2,0,0,07/29/18,17.397982746256353,Human error
Concrete,Right angle,Property,Dry,0,125.62356422969425,None,2,0,0,07/29/18,7.092872398337263,Human error
Asphalt,Head on,Fatal,Wet,2,124.82758043267586,Centerline,2,2,0,07/29/18,8.41236600881631,Human error
Gravel,Rear end,Injury,Dry,1,124.74752243243242,Centerline,2,0,0,07/29/18,8.49360788114531,Human error
Asphalt,Side swipe,Injury,Dry,1,120.96584453473452,Centerline,2,1,0,07/29/18,14.116155875755071,Human error
Concrete,Side swipe,Property,Dry,0,123.29867054598331,None,2,0,0,07/29/18,9.321326027452825,Human error
Asphalt,Head on,Fatal,Dry,2,123.23802092004617,None,2,1,0,07/29/18,10.04188797557148,Human error
Asphalt,Side swipe,Property,Dry,0,120.97776320940676,None,2,0,0,07/29/18,14.673947200695917,Human error
Concrete,Head on,Fatal,Wet,2,122.58874636610938,None,2,0,0,07/29/18,10.605192208122066,Human error
Concrete,Side swipe,Injury,Dry,2,120.64169558470307,Stop sign,2,0,0,07/29/18,18.006467553729163,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,120.97003832262428,None,1,0,1,07/29/18,14.655507670910843,Human error
Concrete,Rear end,Property,Dry,0,120.35379413789339,Centerline,2,0,0,07/29/18,16.045948454266632,Human error
Concrete,Right angle,Injury,Dry,1,124.2920148716518,None,2,0,0,07/30/18,8.43505048485238,Human error
Concrete,Right angle,Injury,Dry,1,120.94256382213446,None,2,0,0,07/30/18,14.399551953821641,Human error
Concrete,Head on,Injury,Dry,2,121.55724163023456,Centerline,2,0,0,07/30/18,16.665280954269594,Human error
Asphalt,Rear end,Property,Dry,0,120.9623607521933,None,3,0,0,07/30/18,14.703145717250537,Human error
Concrete,Rear end,Injury,Dry,2,124.86060777160993,None,2,0,0,07/30/18,7.099141373305724,Human error
Concrete,Right angle,Property,Dry,0,120.85699495310044,Police controlled,2,0,0,07/30/18,14.391854078671528,Human error
Concrete,Side swipe,Property,Dry,0,121.03700057368081,Police controlled,2,0,0,07/30/18,14.743259900159394,Human error
Concrete,Side swipe,Property,Dry,0,125.60889339961517,None,2,0,0,07/30/18,7.091592464372381,Human error
Asphalt,Hit pedestrian,Injury,Dry,0,123.55937904947109,None,1,0,1,07/30/18,12.300537863811988,Human error
Asphalt,Rear end,Property,Dry,0,121.16206624044395,Centerline,2,0,0,07/31/18,13.366424303796254,Human error
Concrete,Rear end,Fatal,Dry,1,124.54517223686062,None,2,2,0,07/31/18,6.693123869010588,Human error
Concrete,Side swipe,Injury,Dry,1,124.64385345186045,None,2,0,0,07/31/18,8.487885997145545,Human error
Asphalt,Hit animal,Injury,Dry,1,125.70035893294876,Centerline,1,1,0,07/31/18,11.098696961452609,Human error
Asphalt,Side swipe,Injury,Dry,1,121.05931692739696,None,2,0,0,07/31/18,14.359479840804275,Human error
Concrete,Right angle,Injury,Dry,1,123.15754480880926,None,2,0,0,08/01/18,9.694564932144274,Human error
Concrete,Head on,Injury,Dry,2,120.22508078090338,None,2,0,0,08/01/18,15.92650934469745,Human error
Concrete,Side swipe,Injury,Dry,1,124.71178667124646,Centerline,2,0,0,08/01/18,9.251647667741144,Human error
Concrete,Side swipe,Fatal,Dry,1,121.17319340499125,None,2,1,0,08/01/18,16.722881787201615,Road defect
Concrete,Side swipe,Property,Dry,0,124.26467486180881,None,2,0,0,08/01/18,8.24725066781471,Human error
Asphalt,Hit parked vehicle,Property,Dry,0,120.67895143677205,None,2,0,0,08/01/18,15.958534377748595,Human error
Concrete,Hit animal,Injury,Dry,1,124.74547121416278,None,1,0,0,08/02/18,8.491958635473036,Human error
Concrete,Rear end,Property,Wet,0,125.60486102058853,None,2,0,0,08/02/18,7.064658984542902,Human error
Concrete,Right angle,Injury,Dry,1,125.49561817618877,School crossing,4,0,0,08/02/18,7.019825184145657,Road defect
Asphalt,Hit object off road,Property,Dry,0,122.78473587102904,None,1,0,0,08/02/18,13.830843826450797,Human error
Concrete,Side swipe,Property,Dry,0,125.65926732280695,Centerline,2,0,0,08/02/18,7.152190647736074,Human error
Concrete,Right angle,Property,Dry,0,121.05466868817595,Traffic lights,2,0,0,08/02/18,14.579843050837527,Human error
Concrete,Rear end,Property,Dry,0,120.59695849995381,Traffic lights,2,0,0,08/02/18,16.411805775455182,Human error
Concrete,Hit pedestrian,Injury,Dry,1,125.62743623777872,None,1,0,1,08/02/18,7.537427149390038,Human error
Concrete,Side swipe,Property,Dry,0,125.01154458657562,None,2,0,0,08/02/18,11.24278046450722,Human error
Concrete,Head on,Fatal,Dry,1,120.56180461630964,Centerline,2,0,0,08/02/18,18.066855019058927,Human error
Concrete,Overturned vehicle,Injury,Wet,1,121.01718745191266,None,1,0,0,08/02/18,14.71609890702144,Road defect
Asphalt,Right angle,Fatal,Dry,1,125.96153209860675,None,2,0,0,08/03/18,7.6039042705893936,Human error
Concrete,Right angle,Property,Dry,0,121.08046276910544,None,2,0,0,08/03/18,14.605644300939653,Human error
Concrete,Side swipe,Property,Dry,0,120.97345429973966,None,2,0,0,08/03/18,14.415450513100495,Human error
Asphalt,Right angle,Property,Wet,0,120.99712025452884,Police controlled,2,0,0,08/03/18,14.442433771316514,Human error
Concrete,Hit pedestrian,Injury,Dry,1,123.52744875021591,Centerline,1,0,1,08/03/18,13.606937115855915,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.59866543959676,Pedestrian crossing,1,0,4,08/03/18,14.940970350217027,Human error
Concrete,Side swipe,Injury,Dry,2,123.90220261845765,None,2,0,0,08/03/18,9.623321413786895,Human error
Concrete,Side swipe,Injury,Dry,1,122.07874091083318,Traffic lights,2,0,0,08/03/18,6.921438081204134,Human error
Concrete,Right angle,Injury,Wet,1,125.7068800674755,None,2,0,0,08/04/18,7.357659632086356,Human error
Concrete,Rear end,Property,Wet,0,125.61249237751663,None,2,0,0,08/04/18,7.092529767461015,Human error
Concrete,Rear end,Property,Dry,0,125.63908350993475,None,2,0,0,08/04/18,7.099950758081019,Human error
Concrete,Hit pedestrian,Injury,Dry,0,125.44355358658657,None,1,0,1,08/04/18,11.585569159076904,Vehicle defect
Concrete,Side swipe,Property,Dry,0,125.62171937448919,Centerline,2,0,0,08/04/18,7.096420593698019,Human error
Asphalt,Overturned vehicle,Property,Wet,0,121.28070966416068,Centerline,2,0,0,08/04/18,16.60596497955349,Vehicle defect
Asphalt,Head on,Property,Dry,0,123.4868372514339,None,2,0,0,08/04/18,13.288955491088288,Human error
Asphalt,Rear end,Property,Dry,0,120.98606828208098,None,2,0,0,08/04/18,14.70523841305621,Human error
Concrete,Rear end,Property,Dry,0,124.84962449703004,None,2,0,0,08/04/18,6.494692269787741,Human error
Concrete,Head on,Fatal,Dry,2,121.62064727268331,None,2,3,0,08/04/18,13.958357648022423,Vehicle defect
Concrete,Hit parked vehicle,Property,Dry,0,120.98999444560052,None,2,0,0,08/04/18,14.684194404085858,Human error
Concrete,Right angle,Property,Dry,0,125.6352675705893,None,2,0,0,08/05/18,7.099121422444569,Human error
Concrete,Rear end,Injury,Dry,1,124.00589217143845,None,2,0,0,08/05/18,11.0395207194625,Human error
Concrete,Side swipe,Injury,Dry,1,121.71680762044781,None,1,1,0,08/05/18,13.981916851266531,Human error
Concrete,Head on,Injury,Dry,2,123.11090771368724,None,2,1,0,08/05/18,9.568352399599696,Human error
Concrete,Side swipe,Property,Dry,0,120.98269966925581,None,2,0,0,08/05/18,14.666775667621163,Human error
Concrete,Hit pedestrian,Injury,Dry,0,120.95216809940845,Police controlled,1,0,5,08/05/18,14.644813262675438,Human error
Asphalt,Overturned vehicle,Fatal,Dry,1,123.15438137728539,None,1,0,0,08/05/18,9.727554666290457,Human error
Concrete,Rear end,Injury,Dry,0,120.64604370306347,Traffic lights,2,1,0,08/05/18,15.072245903808858,Human error
Asphalt,Head on,Injury,Dry,1,123.29673763696445,None,2,1,0,08/05/18,9.329765874102206,Human error
Asphalt,Overturned vehicle,Injury,Wet,1,120.55569445243755,Centerline,1,8,0,08/05/18,16.260919489856153,Human error
Concrete,Hit parked vehicle,Fatal,Dry,0,124.75390889714765,None,2,0,1,08/05/18,8.496945691713204,Vehicle defect
Asphalt,Right angle,Injury,Dry,0,123.76954578472024,None,2,0,1,08/06/18,12.98206638378028,Human error
Concrete,Rear end,Property,Dry,0,121.0480010650186,Traffic lights,2,0,0,08/06/18,14.565929391577864,Human error
Concrete,Head on,Injury,Dry,1,123.42814845194982,None,1,0,1,08/06/18,8.48399689442059,Human error
Concrete,Hit pedestrian,Property,Dry,0,125.84766553683895,None,1,0,0,08/06/18,7.372562865255632,Human error
Concrete,Side swipe,Injury,Dry,2,120.86133481724015,Centerline,3,0,0,08/06/18,14.404430432560805,Human error
Concrete,Rear end,Property,Dry,0,120.97716527465957,None,2,0,0,08/06/18,14.409410814362111,Human error
Asphalt,Head on,Property,Wet,0,123.50491518680217,None,2,0,0,08/06/18,7.8560604471989235,Human error
Concrete,Head on,Fatal,Wet,0,125.27727681492236,None,2,1,0,08/06/18,6.0911569135251735,Vehicle defect
Concrete,Side swipe,Injury,Dry,1,125.60651482020504,None,2,0,0,08/06/18,7.074288206264512,Human error
Asphalt,Side swipe,Property,Dry,0,121.17063116493496,None,2,0,0,08/07/18,13.987786217032578,Human error
Concrete,Side swipe,Property,Dry,0,120.59667711374438,Centerline,2,0,0,08/07/18,16.4514796161435,Human error
Concrete,Side swipe,Injury,Dry,1,121.51905203921982,None,2,0,0,08/07/18,13.958324931595477,Human error
Concrete,Side swipe,Injury,Dry,2,124.99698438028909,None,2,0,0,08/07/18,11.183799894300412,Human error
Asphalt,Rear end,Fatal,Dry,1,121.81203831524512,Centerline,2,0,0,08/07/18,17.044995187488606,Human error
Asphalt,Side swipe,Injury,Dry,1,123.85715086903681,Centerline,2,2,0,08/07/18,8.202192107423633,Human error
Concrete,Hit parked vehicle,Property,Dry,0,120.15949697824416,None,2,0,0,08/07/18,15.997877669562877,Human error
Concrete,Hit object off road,Fatal,Wet,1,123.11730048407716,None,1,0,0,08/07/18,9.574115056409077,Human error
Concrete,Right angle,Property,Dry,0,120.33328227660292,Centerline,2,0,0,08/07/18,16.0361500243863,Human error
Asphalt,Right angle,Injury,Dry,0,125.0019890469093,Centerline,4,2,0,08/07/18,11.180331617453,Human error
Concrete,Right angle,Property,Wet,0,120.93744725080533,None,2,0,0,08/07/18,14.38293150424191,Human error
Asphalt,Hit pedestrian,Injury,Dry,1,123.37416605427141,None,2,2,1,08/08/18,13.406256896037688,Human error
Concrete,Side swipe,Injury,Dry,2,125.61861792217537,None,2,0,0,08/08/18,7.386365648380752,Human error
Concrete,Rear end,Injury,Dry,1,121.09405440116223,None,2,0,0,08/09/18,16.363466160494333,Human error
Concrete,Hit object off road,Fatal,Dry,1,124.48908483584748,None,1,0,0,08/09/18,9.760336167285015,Human error
Gravel,Rear end,Fatal,Dry,3,124.38394582524509,None,3,4,0,08/09/18,11.610417548066044,Road defect
Concrete,Head on,Injury,Dry,2,120.20535188993787,None,2,0,0,08/09/18,14.929953599463596,Road defect
Concrete,Rear end,Fatal,Dry,1,121.58541540846831,Centerline,2,2,0,08/09/18,16.872539514275687,Human error
Concrete,Head on,Fatal,Dry,1,121.67468587931096,Centerline,2,0,0,08/09/18,16.948831682942547,Human error
